DbtrAcct_Id,CdtrAcct_Id,UltmtDbtr_Id,UltmtCdtr_Id,IntrBkSttlmAmt,Ccy,IntrBkSttlmDt,SttlmMtd,Dbtr_Nm,Cdtr_Nm,UltmtDbtr_Nm,UltmtCdtr_Nm,Dbtr_Ctry,Cdtr_Ctry,Dbtr_Industry,Cdtr_Industry,Dbtr_SubIndustry,Cdtr_SubIndustry,risk_label,geo_label,expense_label,recurrence_label,group_id
NSUOVD8S,CSBI79P6,OS61BX,0J1HG9,14253.52,EUR,2023-03-25,INDA,Harbor Inc Services Holdings,Solstice Inc Trading Travel,Harbor Inc Services,Solstice Inc Trading,DE,JP,Communications,Consumer,Internet,Retail,Low,International,Operational,No,33
NSUOVD8S,CSBI79P6,OS61BX,0J1HG9,5350.83,EUR,2023-04-09,CLRG,Harbor Inc Services Holdings,Solstice Inc Trading Travel,Harbor Inc Services,Solstice Inc Trading,DE,JP,Communications,Consumer,Internet,Retail,Low,International,Operational,No,33
NSUOVD8S,7NN2EB17,OS61BX,TDN8TA,25073.9,EUR,2023-08-29,Local,Harbor Inc Services Holdings,Granite SA Holdings Ops,Harbor Inc Services,Granite SA Holdings,DE,GB,Communications,Communications,Internet,Media,Low,EMEA,Operational,No,34
NSUOVD8S,7NN2EB17,OS61BX,TDN8TA,20786.86,EUR,2023-10-04,Swift,Harbor Inc Services Holdings,Granite SA Holdings Ops,Harbor Inc Services,Granite SA Holdings,DE,GB,Communications,Communications,Internet,Media,Low,EMEA,Operational,No,34
NSUOVD8S,7NN2EB17,OS61BX,TDN8TA,19060.89,EUR,2023-09-12,CLRG,Harbor Inc Services Holdings,Granite SA Holdings Ops,Harbor Inc Services,Granite SA Holdings,DE,GB,Communications,Communications,Internet,Media,Low,EMEA,Operational,No,34
NSUOVD8S,7NN2EB17,OS61BX,TDN8TA,12252.95,EUR,2023-09-11,CLRG,Harbor Inc Services Holdings,Granite SA Holdings Ops,Harbor Inc Services,Granite SA Holdings,DE,GB,Communications,Communications,Internet,Media,Low,EMEA,Operational,No,34
NSUOVD8S,7NN2EB17,OS61BX,TDN8TA,27254.14,EUR,2023-08-31,COVE,Harbor Inc Services Holdings,Granite SA Holdings Ops,Harbor Inc Services,Granite SA Holdings,DE,GB,Communications,Communications,Internet,Media,Low,EMEA,Operational,No,34
NSUOVD8S,7NN2EB17,OS61BX,TDN8TA,19712.32,EUR,2023-10-22,Swift,Harbor Inc Services Holdings,Granite SA Holdings Ops,Harbor Inc Services,Granite SA Holdings,DE,GB,Communications,Communications,Internet,Media,Low,EMEA,Operational,No,34
NSUOVD8S,7NN2EB17,OS61BX,TDN8TA,16204.7,EUR,2023-08-24,Swift,Harbor Inc Services Holdings,Granite SA Holdings Ops,Harbor Inc Services,Granite SA Holdings,DE,GB,Communications,Communications,Internet,Media,Low,EMEA,Operational,No,34
NSUOVD8S,7NN2EB17,OS61BX,TDN8TA,19021.97,EUR,2023-10-08,CLRG,Harbor Inc Services Holdings,Granite SA Holdings Ops,Harbor Inc Services,Granite SA Holdings,DE,GB,Communications,Communications,Internet,Media,Low,EMEA,Operational,No,34
NSUOVD8S,HJ6PCRCF,OS61BX,6JKRGS,2379.85,EUR,2023-04-25,INGA,Harbor Inc Services Holdings,Lumen PLC Travel Holdings,Harbor Inc Services,Lumen PLC Travel,DE,JP,Communications,Financial,Internet,Banks,Medium,International,Other,No,35
NSUOVD8S,HJ6PCRCF,OS61BX,6JKRGS,6038.13,EUR,2023-03-29,INDA,Harbor Inc Services Holdings,Lumen PLC Travel Holdings,Harbor Inc Services,Lumen PLC Travel,DE,JP,Communications,Financial,Internet,Banks,Low,International,Other,No,35
NSUOVD8S,HJ6PCRCF,OS61BX,6JKRGS,4436.72,EUR,2023-04-11,INDA,Harbor Inc Services Holdings,Lumen PLC Travel Holdings,Harbor Inc Services,Lumen PLC Travel,DE,JP,Communications,Financial,Internet,Banks,Medium,International,Other,No,35
NSUOVD8S,G51V1LZH,OS61BX,9W724D,1687.75,EUR,2023-09-28,COVE,Harbor Inc Services Holdings,Harbor PLC Holdings Trading,Harbor Inc Services,Harbor PLC Holdings,DE,BR,Communications,Financial,Internet,Insurance,Low,International,Other,No,36
NSUOVD8S,G51V1LZH,OS61BX,9W724D,2105.95,EUR,2023-09-06,Local,Harbor Inc Services Holdings,Harbor PLC Holdings Trading,Harbor Inc Services,Harbor PLC Holdings,DE,BR,Communications,Financial,Internet,Insurance,Low,International,Other,No,36
NSUOVD8S,G51V1LZH,OS61BX,9W724D,1211.15,EUR,2023-09-07,CLRG,Harbor Inc Services Holdings,Harbor PLC Holdings Trading,Harbor Inc Services,Harbor PLC Holdings,DE,BR,Communications,Financial,Internet,Insurance,Low,International,Other,No,36
NSUOVD8S,G51V1LZH,OS61BX,9W724D,4101.88,EUR,2023-11-04,Swift,Harbor Inc Services Holdings,Harbor PLC Holdings Trading,Harbor Inc Services,Harbor PLC Holdings,DE,BR,Communications,Financial,Internet,Insurance,Low,International,Other,No,36
NSUOVD8S,G51V1LZH,OS61BX,9W724D,2975.91,EUR,2023-10-19,CLRG,Harbor Inc Services Holdings,Harbor PLC Holdings Trading,Harbor Inc Services,Harbor PLC Holdings,DE,BR,Communications,Financial,Internet,Insurance,Low,International,Other,No,36
NSUOVD8S,G51V1LZH,OS61BX,9W724D,1865.95,EUR,2023-09-24,CLRG,Harbor Inc Services Holdings,Harbor PLC Holdings Trading,Harbor Inc Services,Harbor PLC Holdings,DE,BR,Communications,Financial,Internet,Insurance,Low,International,Other,No,36
NSUOVD8S,TNXK5VG3,OS61BX,J3YTRN,2173.18,EUR,2023-03-16,Swift,Harbor Inc Services Holdings,Apex Inc Services Capital,Harbor Inc Services,Apex Inc Services,DE,GB,Communications,Communications,Internet,Telecom,Low,EMEA,Operational,No,37
NSUOVD8S,M4CKZ19P,OS61BX,926IN3,5239.3,EUR,2023-12-05,INDA,Harbor Inc Services Holdings,Northwind SA Sales Sales,Harbor Inc Services,Northwind SA Sales,DE,GB,Communications,Communications,Internet,Media,Medium,EMEA,Operational,No,38
NSUOVD8S,M4CKZ19P,OS61BX,926IN3,5515.25,EUR,2023-11-19,CLRG,Harbor Inc Services Holdings,Northwind SA Sales Sales,Harbor Inc Services,Northwind SA Sales,DE,GB,Communications,Communications,Internet,Media,Low,EMEA,Operational,No,38
NSUOVD8S,M4CKZ19P,OS61BX,926IN3,5030.54,EUR,2023-12-17,COVE,Harbor Inc Services Holdings,Northwind SA Sales Sales,Harbor Inc Services,Northwind SA Sales,DE,GB,Communications,Communications,Internet,Media,Low,EMEA,Operational,No,38
NSUOVD8S,XSC5OHWK,OS61BX,8S0Y4C,1138.1,EUR,2023-07-04,CLRG,Harbor Inc Services Holdings,Granite LLC Holdings Capital,Harbor Inc Services,Granite LLC Holdings,DE,SG,Communications,Technology,Internet,Hardware,Medium,International,Technology,No,39
NSUOVD8S,XSC5OHWK,OS61BX,8S0Y4C,865.35,EUR,2023-07-29,COVE,Harbor Inc Services Holdings,Granite LLC Holdings Capital,Harbor Inc Services,Granite LLC Holdings,DE,SG,Communications,Technology,Internet,Hardware,Low,International,Technology,No,39
NSUOVD8S,XSC5OHWK,OS61BX,8S0Y4C,1140.98,EUR,2023-06-20,CLRG,Harbor Inc Services Holdings,Granite LLC Holdings Capital,Harbor Inc Services,Granite LLC Holdings,DE,SG,Communications,Technology,Internet,Hardware,Low,International,Technology,No,39
NSUOVD8S,XSC5OHWK,OS61BX,8S0Y4C,1812.04,EUR,2023-08-02,INGA,Harbor Inc Services Holdings,Granite LLC Holdings Capital,Harbor Inc Services,Granite LLC Holdings,DE,SG,Communications,Technology,Internet,Hardware,Low,International,Technology,No,39
NSUOVD8S,XSC5OHWK,OS61BX,8S0Y4C,844.57,EUR,2023-07-30,INDA,Harbor Inc Services Holdings,Granite LLC Holdings Capital,Harbor Inc Services,Granite LLC Holdings,DE,SG,Communications,Technology,Internet,Hardware,Low,International,Technology,No,39
NSUOVD8S,XSC5OHWK,OS61BX,8S0Y4C,791.83,EUR,2023-08-05,COVE,Harbor Inc Services Holdings,Granite LLC Holdings Capital,Harbor Inc Services,Granite LLC Holdings,DE,SG,Communications,Technology,Internet,Hardware,Low,International,Technology,No,39
NSUOVD8S,ITKH3V6Z,OS61BX,V53MRY,2276.19,EUR,2023-11-28,COVE,Harbor Inc Services Holdings,Harbor GmbH Sales Services,Harbor Inc Services,Harbor GmbH Sales,DE,FR,Communications,Financial,Internet,Banks,Low,EMEA,Other,No,40
NSUOVD8S,ITKH3V6Z,OS61BX,V53MRY,3316.39,EUR,2023-11-25,Swift,Harbor Inc Services Holdings,Harbor GmbH Sales Services,Harbor Inc Services,Harbor GmbH Sales,DE,FR,Communications,Financial,Internet,Banks,Medium,EMEA,Other,No,40
NSUOVD8S,Z5FXZMJU,OS61BX,QHZN1P,9987.39,EUR,2023-04-15,CLRG,Harbor Inc Services Holdings,Lumen SA Services Travel,Harbor Inc Services,Lumen SA Services,DE,AE,Communications,Financial,Internet,AssetMgmt,Medium,EMEA,Other,No,41
CT1C2VLH,KLGC12FO,8UOUB7,9O82G5,5468.77,INR,2023-12-06,Local,Solstice Ltd Sales,Acme LLC Travel Ops,Solstice Ltd,Acme LLC Travel,IN,CA,Industrials,Communications,Manufacturing,Telecom,Low,International,Operational,No,42
CT1C2VLH,KLGC12FO,8UOUB7,9O82G5,11109.88,INR,2023-12-24,INDA,Solstice Ltd Sales,Acme LLC Travel Ops,Solstice Ltd,Acme LLC Travel,IN,CA,Industrials,Communications,Manufacturing,Telecom,Low,International,Operational,No,42
CT1C2VLH,V08037XV,8UOUB7,Z6PMSL,6074.92,INR,2023-10-17,INGA,Solstice Ltd Sales,Vertex Ltd Capital Trading,Solstice Ltd,Vertex Ltd Capital,IN,AU,Industrials,Energy,Manufacturing,Utilities,Medium,Asia,Capital,Yes,43
CT1C2VLH,V08037XV,8UOUB7,Z6PMSL,5803.68,INR,2023-10-24,INGA,Solstice Ltd Sales,Vertex Ltd Capital Trading,Solstice Ltd,Vertex Ltd Capital,IN,AU,Industrials,Energy,Manufacturing,Utilities,Medium,Asia,Capital,Yes,43
CT1C2VLH,V08037XV,8UOUB7,Z6PMSL,5772.96,INR,2023-10-31,INGA,Solstice Ltd Sales,Vertex Ltd Capital Trading,Solstice Ltd,Vertex Ltd Capital,IN,AU,Industrials,Energy,Manufacturing,Utilities,Medium,Asia,Capital,Yes,43
CT1C2VLH,V08037XV,8UOUB7,Z6PMSL,6521.75,INR,2023-11-07,Local,Solstice Ltd Sales,Vertex Ltd Capital Trading,Solstice Ltd,Vertex Ltd Capital,IN,AU,Industrials,Energy,Manufacturing,Utilities,Medium,Asia,Capital,Yes,43
CT1C2VLH,V08037XV,8UOUB7,Z6PMSL,5919.08,INR,2023-11-14,Swift,Solstice Ltd Sales,Vertex Ltd Capital Trading,Solstice Ltd,Vertex Ltd Capital,IN,AU,Industrials,Energy,Manufacturing,Utilities,Medium,Asia,Capital,Yes,43
CT1C2VLH,R0GZFNEA,8UOUB7,6JKRGS,58194.38,INR,2023-06-03,Swift,Solstice Ltd Sales,Lumen PLC Travel Holdings,Solstice Ltd,Lumen PLC Travel,IN,JP,Industrials,Financial,Manufacturing,Banks,Medium,Asia,Other,No,44
CT1C2VLH,R0GZFNEA,8UOUB7,6JKRGS,120485.89,INR,2023-06-19,COVE,Solstice Ltd Sales,Lumen PLC Travel Holdings,Solstice Ltd,Lumen PLC Travel,IN,JP,Industrials,Financial,Manufacturing,Banks,High,Asia,Other,No,44
CT1C2VLH,J02X0LCT,8UOUB7,V53MRY,1746.94,INR,2023-06-26,INGA,Solstice Ltd Sales,Harbor GmbH Sales Sales,Solstice Ltd,Harbor GmbH Sales,IN,FR,Industrials,Financial,Manufacturing,Banks,Medium,International,Other,No,45
CT1C2VLH,J02X0LCT,8UOUB7,V53MRY,1348.61,INR,2023-05-26,CLRG,Solstice Ltd Sales,Harbor GmbH Sales Sales,Solstice Ltd,Harbor GmbH Sales,IN,FR,Industrials,Financial,Manufacturing,Banks,Medium,International,Other,No,45
P1EGOQPS,OG07NPQC,926IN3,HK5SH0,73888.47,GBP,2023-12-26,COVE,Northwind SA Sales Capital,Meridian SA Services Services,Northwind SA Sales,Meridian SA Services,GB,CA,Communications,Technology,Media,Semiconductors,Medium,International,Technology,No,46
4ZK4ZY90,98D8SN6G,9O82G5,QERR1I,5844.5,CAD,2023-04-18,CLRG,Acme LLC Travel Holdings,Lumen Inc Sales Holdings,Acme LLC Travel,Lumen Inc Sales,CA,PH,Communications,Consumer,Telecom,Food,Low,International,Operational,No,47
4ZK4ZY90,2P2HQ26B,9O82G5,V53MRY,9768.58,CAD,2023-10-24,INDA,Acme LLC Travel Holdings,Harbor GmbH Sales Holdings,Acme LLC Travel,Harbor GmbH Sales,CA,FR,Communications,Financial,Telecom,Banks,Low,International,Other,Yes,48
4ZK4ZY90,2P2HQ26B,9O82G5,V53MRY,11353.55,CAD,2023-11-07,CLRG,Acme LLC Travel Holdings,Harbor GmbH Sales Holdings,Acme LLC Travel,Harbor GmbH Sales,CA,FR,Communications,Financial,Telecom,Banks,Low,International,Other,Yes,48
4ZK4ZY90,2P2HQ26B,9O82G5,V53MRY,11172.34,CAD,2023-11-21,INGA,Acme LLC Travel Holdings,Harbor GmbH Sales Holdings,Acme LLC Travel,Harbor GmbH Sales,CA,FR,Communications,Financial,Telecom,Banks,Low,International,Other,Yes,48
4ZK4ZY90,2P2HQ26B,9O82G5,V53MRY,10872.23,CAD,2023-12-05,INDA,Acme LLC Travel Holdings,Harbor GmbH Sales Holdings,Acme LLC Travel,Harbor GmbH Sales,CA,FR,Communications,Financial,Telecom,Banks,Low,International,Other,Yes,48
H0A99WKK,FD33Y7VD,051MED,PHQU1R,10992.56,AED,2023-06-30,OnUs,Solstice Ltd Services Trading,Vertex LLC Trading Holdings,Solstice Ltd Services,Vertex LLC Trading,AE,AE,Consumer,Consumer,Retail,Apparel,Low,EMEA,Operational,No,49
H0A99WKK,FD33Y7VD,051MED,PHQU1R,12566.89,AED,2023-07-12,CLRG,Solstice Ltd Services Trading,Vertex LLC Trading Holdings,Solstice Ltd Services,Vertex LLC Trading,AE,AE,Consumer,Consumer,Retail,Apparel,Low,EMEA,Operational,No,49
ETGJK9QU,FKUNPKKR,6JKRGS,NJVZQN,24212.32,JPY,2023-07-13,INDA,Lumen PLC Travel Ops,Acme Inc Holdings Services,Lumen PLC Travel,Acme Inc Holdings,JP,SG,Financial,Industrials,Banks,Manufacturing,Medium,Asia,Capital,No,50
ETGJK9QU,T987IIY8,6JKRGS,9O82G5,31539.3,JPY,2023-07-29,COVE,Lumen PLC Travel Ops,Acme LLC Travel Services,Lumen PLC Travel,Acme LLC Travel,JP,CA,Financial,Communications,Banks,Telecom,Medium,International,Operational,No,51
ETGJK9QU,C2BY2HIJ,6JKRGS,6JKRGS,2725.07,JPY,2023-11-05,Local,Lumen PLC Travel Ops,Lumen PLC Travel Services,Lumen PLC Travel,Lumen PLC Travel,JP,JP,Financial,Financial,Banks,Banks,Low,Asia,Other,No,52
XSESXP78,ITKH3V6Z,5569L2,V53MRY,11565.57,CAD,2023-12-14,INDA,Northwind Pte Holdings,Harbor GmbH Sales Services,Northwind Pte,Harbor GmbH Sales,CA,FR,Industrials,Financial,Logistics,Banks,Low,International,Other,No,53
XSESXP78,EA83XJ2D,5569L2,14P4EM,5374.63,CAD,2023-02-28,OnUs,Northwind Pte Holdings,Lumen PLC Travel Capital,Northwind Pte,Lumen PLC Travel,CA,FR,Industrials,Technology,Logistics,Semiconductors,Low,International,Technology,No,54
XSESXP78,EA83XJ2D,5569L2,14P4EM,3441.76,CAD,2023-03-16,INGA,Northwind Pte Holdings,Lumen PLC Travel Capital,Northwind Pte,Lumen PLC Travel,CA,FR,Industrials,Technology,Logistics,Semiconductors,Low,International,Technology,No,54
XSESXP78,EA83XJ2D,5569L2,14P4EM,12634.16,CAD,2023-02-27,OnUs,Northwind Pte Holdings,Lumen PLC Travel Capital,Northwind Pte,Lumen PLC Travel,CA,FR,Industrials,Technology,Logistics,Semiconductors,Low,International,Technology,No,54
XSESXP78,PHW5J5CW,5569L2,J3YTRN,367.8,CAD,2023-08-02,Swift,Northwind Pte Holdings,Apex Inc Services Holdings,Northwind Pte,Apex Inc Services,CA,GB,Industrials,Communications,Logistics,Telecom,Low,International,Operational,Yes,55
XSESXP78,PHW5J5CW,5569L2,J3YTRN,358.3,CAD,2023-08-09,Swift,Northwind Pte Holdings,Apex Inc Services Holdings,Northwind Pte,Apex Inc Services,CA,GB,Industrials,Communications,Logistics,Telecom,Low,International,Operational,Yes,55
XSESXP78,PHW5J5CW,5569L2,J3YTRN,368.45,CAD,2023-08-16,Swift,Northwind Pte Holdings,Apex Inc Services Holdings,Northwind Pte,Apex Inc Services,CA,GB,Industrials,Communications,Logistics,Telecom,Low,International,Operational,Yes,55
JXPYIQNG,TG6330G0,KO3AGZ,OY01GU,6951.43,BRL,2023-12-24,COVE,Meridian GmbH Travel,Far Ltd Trading Trading,Meridian GmbH,Far Ltd Trading,BR,BR,Energy,Energy,Oil,Oil,Low,Americas,Capital,No,56
JXPYIQNG,SL5VY3D4,KO3AGZ,J3YTRN,21847.85,BRL,2023-06-01,INDA,Meridian GmbH Travel,Apex Inc Services Sales,Meridian GmbH,Apex Inc Services,BR,GB,Energy,Communications,Oil,Telecom,Low,International,Operational,No,57
JXPYIQNG,SL5VY3D4,KO3AGZ,J3YTRN,10712.59,BRL,2023-05-15,OnUs,Meridian GmbH Travel,Apex Inc Services Sales,Meridian GmbH,Apex Inc Services,BR,GB,Energy,Communications,Oil,Telecom,Low,International,Operational,No,57
JXPYIQNG,SL5VY3D4,KO3AGZ,J3YTRN,12064.05,BRL,2023-05-16,Local,Meridian GmbH Travel,Apex Inc Services Sales,Meridian GmbH,Apex Inc Services,BR,GB,Energy,Communications,Oil,Telecom,Low,International,Operational,No,57
JXPYIQNG,SL5VY3D4,KO3AGZ,J3YTRN,12166.59,BRL,2023-04-25,Swift,Meridian GmbH Travel,Apex Inc Services Sales,Meridian GmbH,Apex Inc Services,BR,GB,Energy,Communications,Oil,Telecom,Low,International,Operational,No,57
JXPYIQNG,FKUNPKKR,KO3AGZ,NJVZQN,3718.85,BRL,2023-08-13,COVE,Meridian GmbH Travel,Acme Inc Holdings Services,Meridian GmbH,Acme Inc Holdings,BR,SG,Energy,Industrials,Oil,Manufacturing,Low,International,Capital,No,58
JXPYIQNG,5M9WM5JM,KO3AGZ,8S0Y4C,48479.48,BRL,2023-01-01,INGA,Meridian GmbH Travel,Granite LLC Holdings Ops,Meridian GmbH,Granite LLC Holdings,BR,SG,Energy,Technology,Oil,Hardware,Low,International,Technology,No,59
JXPYIQNG,5M9WM5JM,KO3AGZ,8S0Y4C,34714.47,BRL,2023-01-13,CLRG,Meridian GmbH Travel,Granite LLC Holdings Ops,Meridian GmbH,Granite LLC Holdings,BR,SG,Energy,Technology,Oil,Hardware,Low,International,Technology,No,59
JXPYIQNG,5M9WM5JM,KO3AGZ,8S0Y4C,27107.28,BRL,2023-01-23,COVE,Meridian GmbH Travel,Granite LLC Holdings Ops,Meridian GmbH,Granite LLC Holdings,BR,SG,Energy,Technology,Oil,Hardware,Low,International,Technology,No,59
JXPYIQNG,5M9WM5JM,KO3AGZ,8S0Y4C,17198.24,BRL,2023-01-01,INGA,Meridian GmbH Travel,Granite LLC Holdings Ops,Meridian GmbH,Granite LLC Holdings,BR,SG,Energy,Technology,Oil,Hardware,Low,International,Technology,No,59
Z5FXZMJU,PHW5J5CW,QHZN1P,J3YTRN,1787.95,AED,2023-10-20,CLRG,Lumen SA Services Travel,Apex Inc Services Holdings,Lumen SA Services,Apex Inc Services,AE,GB,Financial,Communications,AssetMgmt,Telecom,Low,EMEA,Operational,No,60
Z5FXZMJU,PHW5J5CW,QHZN1P,J3YTRN,1654.07,AED,2023-09-13,INGA,Lumen SA Services Travel,Apex Inc Services Holdings,Lumen SA Services,Apex Inc Services,AE,GB,Financial,Communications,AssetMgmt,Telecom,Medium,EMEA,Operational,No,60
JXPYIQNG,B0OAFGCC,KO3AGZ,7WJCUT,4037.03,BRL,2023-01-22,CLRG,Meridian GmbH Travel,Cardinal GmbH Sales Trading,Meridian GmbH,Cardinal GmbH Sales,BR,PH,Energy,Industrials,Oil,Manufacturing,Low,International,Capital,No,61
JXPYIQNG,B0OAFGCC,KO3AGZ,7WJCUT,5322.26,BRL,2023-01-13,Swift,Meridian GmbH Travel,Cardinal GmbH Sales Trading,Meridian GmbH,Cardinal GmbH Sales,BR,PH,Energy,Industrials,Oil,Manufacturing,Low,International,Capital,No,61
JXPYIQNG,B0OAFGCC,KO3AGZ,7WJCUT,6281.83,BRL,2023-01-31,INDA,Meridian GmbH Travel,Cardinal GmbH Sales Trading,Meridian GmbH,Cardinal GmbH Sales,BR,PH,Energy,Industrials,Oil,Manufacturing,Medium,International,Capital,No,61
J4A9VZD9,PDKFPA1T,V53MRY,8S0Y4C,27567.36,EUR,2023-03-26,COVE,Harbor GmbH Sales Holdings,Granite LLC Holdings Sales,Harbor GmbH Sales,Granite LLC Holdings,FR,SG,Financial,Technology,Banks,Hardware,Medium,International,Technology,Yes,62
J4A9VZD9,PDKFPA1T,V53MRY,8S0Y4C,29175.78,EUR,2023-04-02,CLRG,Harbor GmbH Sales Holdings,Granite LLC Holdings Sales,Harbor GmbH Sales,Granite LLC Holdings,FR,SG,Financial,Technology,Banks,Hardware,Medium,International,Technology,Yes,62
J4A9VZD9,PDKFPA1T,V53MRY,8S0Y4C,27368.27,EUR,2023-04-09,INGA,Harbor GmbH Sales Holdings,Granite LLC Holdings Sales,Harbor GmbH Sales,Granite LLC Holdings,FR,SG,Financial,Technology,Banks,Hardware,Medium,International,Technology,Yes,62
J4A9VZD9,PDKFPA1T,V53MRY,8S0Y4C,24703.81,EUR,2023-04-16,INDA,Harbor GmbH Sales Holdings,Granite LLC Holdings Sales,Harbor GmbH Sales,Granite LLC Holdings,FR,SG,Financial,Technology,Banks,Hardware,Medium,International,Technology,Yes,62
J4A9VZD9,SJSNIGJT,V53MRY,051MED,4604.5,EUR,2023-03-03,Swift,Harbor GmbH Sales Holdings,Solstice Ltd Services Holdings,Harbor GmbH Sales,Solstice Ltd Services,FR,AE,Financial,Consumer,Banks,Retail,Low,EMEA,Operational,No,63
J4A9VZD9,SJSNIGJT,V53MRY,051MED,1061.27,EUR,2023-03-04,CLRG,Harbor GmbH Sales Holdings,Solstice Ltd Services Holdings,Harbor GmbH Sales,Solstice Ltd Services,FR,AE,Financial,Consumer,Banks,Retail,Low,EMEA,Operational,No,63
J4A9VZD9,SJSNIGJT,V53MRY,051MED,1694.61,EUR,2023-04-01,CLRG,Harbor GmbH Sales Holdings,Solstice Ltd Services Holdings,Harbor GmbH Sales,Solstice Ltd Services,FR,AE,Financial,Consumer,Banks,Retail,Medium,EMEA,Operational,No,63
J4A9VZD9,3CPTZA3S,V53MRY,V53MRY,475.49,EUR,2023-08-10,INDA,Harbor GmbH Sales Holdings,Harbor GmbH Sales Trading,Harbor GmbH Sales,Harbor GmbH Sales,FR,FR,Financial,Financial,Banks,Banks,Low,EMEA,Other,No,64
J4A9VZD9,N9PQ4QYM,V53MRY,OY01GU,48075.47,EUR,2024-01-01,CLRG,Harbor GmbH Sales Holdings,Far Ltd Trading Capital,Harbor GmbH Sales,Far Ltd Trading,FR,BR,Financial,Energy,Banks,Oil,Low,International,Capital,No,65
J4A9VZD9,N9PQ4QYM,V53MRY,OY01GU,71855.85,EUR,2023-12-27,INDA,Harbor GmbH Sales Holdings,Far Ltd Trading Capital,Harbor GmbH Sales,Far Ltd Trading,FR,BR,Financial,Energy,Banks,Oil,Medium,International,Capital,No,65
J4A9VZD9,N9PQ4QYM,V53MRY,OY01GU,93917.02,EUR,2024-01-01,CLRG,Harbor GmbH Sales Holdings,Far Ltd Trading Capital,Harbor GmbH Sales,Far Ltd Trading,FR,BR,Financial,Energy,Banks,Oil,Medium,International,Capital,No,65
J4A9VZD9,N9PQ4QYM,V53MRY,OY01GU,47621.13,EUR,2024-01-01,COVE,Harbor GmbH Sales Holdings,Far Ltd Trading Capital,Harbor GmbH Sales,Far Ltd Trading,FR,BR,Financial,Energy,Banks,Oil,Low,International,Capital,No,65
ITZN0NZQ,EYDAQLU7,051MED,LZEW78,2854.49,AED,2023-06-24,COVE,Solstice Ltd Services Sales,Northwind Inc Capital Ops,Solstice Ltd Services,Northwind Inc Capital,AE,BR,Consumer,Industrials,Retail,Construction,Low,International,Capital,No,66
ITZN0NZQ,EYDAQLU7,051MED,LZEW78,4361.81,AED,2023-07-10,Swift,Solstice Ltd Services Sales,Northwind Inc Capital Ops,Solstice Ltd Services,Northwind Inc Capital,AE,BR,Consumer,Industrials,Retail,Construction,Low,International,Capital,No,66
ITZN0NZQ,EYDAQLU7,051MED,LZEW78,5482.17,AED,2023-08-12,INDA,Solstice Ltd Services Sales,Northwind Inc Capital Ops,Solstice Ltd Services,Northwind Inc Capital,AE,BR,Consumer,Industrials,Retail,Construction,Low,International,Capital,No,66
ITZN0NZQ,EYDAQLU7,051MED,LZEW78,4406.74,AED,2023-07-31,INGA,Solstice Ltd Services Sales,Northwind Inc Capital Ops,Solstice Ltd Services,Northwind Inc Capital,AE,BR,Consumer,Industrials,Retail,Construction,Low,International,Capital,No,66
ITZN0NZQ,EYDAQLU7,051MED,LZEW78,6775.84,AED,2023-06-29,INGA,Solstice Ltd Services Sales,Northwind Inc Capital Ops,Solstice Ltd Services,Northwind Inc Capital,AE,BR,Consumer,Industrials,Retail,Construction,Low,International,Capital,No,66
ITZN0NZQ,EYDAQLU7,051MED,LZEW78,5836.48,AED,2023-07-02,Swift,Solstice Ltd Services Sales,Northwind Inc Capital Ops,Solstice Ltd Services,Northwind Inc Capital,AE,BR,Consumer,Industrials,Retail,Construction,Low,International,Capital,No,66
ITZN0NZQ,EYDAQLU7,051MED,LZEW78,8152.34,AED,2023-07-30,INGA,Solstice Ltd Services Sales,Northwind Inc Capital Ops,Solstice Ltd Services,Northwind Inc Capital,AE,BR,Consumer,Industrials,Retail,Construction,Low,International,Capital,No,66
ITZN0NZQ,EYDAQLU7,051MED,LZEW78,5362.05,AED,2023-06-24,INDA,Solstice Ltd Services Sales,Northwind Inc Capital Ops,Solstice Ltd Services,Northwind Inc Capital,AE,BR,Consumer,Industrials,Retail,Construction,Low,International,Capital,No,66
ITZN0NZQ,3R14BQ7J,051MED,F52K9X,2332.34,AED,2023-02-12,CLRG,Solstice Ltd Services Sales,Vertex Pte Capital,Solstice Ltd Services,Vertex Pte,AE,PH,Consumer,Energy,Retail,Utilities,Low,International,Capital,No,67
ITZN0NZQ,3R14BQ7J,051MED,F52K9X,4307.79,AED,2023-01-13,INDA,Solstice Ltd Services Sales,Vertex Pte Capital,Solstice Ltd Services,Vertex Pte,AE,PH,Consumer,Energy,Retail,Utilities,Medium,International,Capital,No,67
ITZN0NZQ,3R14BQ7J,051MED,F52K9X,5137.79,AED,2023-01-19,COVE,Solstice Ltd Services Sales,Vertex Pte Capital,Solstice Ltd Services,Vertex Pte,AE,PH,Consumer,Energy,Retail,Utilities,Medium,International,Capital,No,67
MZM9RN12,KS1YNRLL,NJVZQN,13EP3J,4300.49,SGD,2024-01-01,CLRG,Acme Inc Holdings Capital,Northwind Pte Services Capital,Acme Inc Holdings,Northwind Pte Services,SG,DE,Industrials,Financial,Manufacturing,Banks,Medium,International,Other,No,68
